id,n,edges,solvable_mask,class,ps,fs,per_hole_min,per_hole_max,states
12,10,1-0 1-2 0-5 2-3 3-4 5-6 5-9 6-7 6-8,587,S,1,6,1 1 2 1 2 2 1 2 2 1,5 6 5 3 6 5 5 4 4 4,257
13,10,1-0 1-2 0-5 0-9 2-3 3-4 5-6 6-7 6-8,994,S,1,6,2 1 3 2 3 1 1 1 1 1,6 5 5 4 5 5 4 6 6 5,214
14,10,1-0 1-2 0-5 2-3 3-4 5-6 5-8 6-7 8-9,971,S,1,4,1 1 2 1 2 2 1 1 1 1,4 4 4 3 4 4 4 4 4 4,252
15,10,1-0 1-2 0-5 2-3 3-4 5-6 5-8 5-9 6-7,0,U,2,6,2 2 2 2 2 2 2 2 2 2,5 6 5 3 6 5 5 4 5 5,234
16,10,1-0 1-2 0-5 0-9 2-3 3-4 5-6 5-8 6-7,1007,S,1,5,1 1 1 1 2 1 1 1 1 1,5 5 5 4 4 5 5 4 4 5,335
17,10,1-0 1-2 0-5 0-8 2-3 3-4 5-6 6-7 8-9,879,S,1,5,1 1 1 1 2 1 1 3 1 1,4 5 5 4 5 5 4 4 5 5,281
18,10,1-0 1-2 0-5 0-8 0-9 2-3 3-4 5-6 6-7,169,S,1,6,1 2 2 1 3 1 2 1 2 2,6 5 5 4 5 5 4 6 5 5,254
19,10,1-0 1-2 0-7 2-3 2-4 2-5 2-6 7-8 8-9,0,U,3,6,6 3 4 3 3 3 3 4 5 6,6 5 5 6 6 6 6 6 5 6,110
20,10,1-0 1-2 1-6 0-7 2-3 2-4 2-5 7-8 8-9,0,U,2,6,2 2 2 2 2 2 2 2 3 3,5 5 5 5 5 5 5 6 5 4,259
21,10,1-0 1-2 0-6 2-3 2-4 2-5 6-7 7-8 7-9,0,U,3,6,6 3 4 3 3 3 4 4 4 4,6 5 5 6 6 6 5 5 6 6,97
22,10,1-0 1-2 0-6 2-3 2-4 2-5 6-7 6-9 7-8,0,U,2,6,3 2 3 2 2 2 2 3 3 3,5 5 4 5 5 5 6 5 4 5,251
23,10,1-0 1-2 0-6 0-9 2-3 2-4 2-5 6-7 7-8,0,U,3,6,4 3 4 3 3 3 4 5 4 4,6 5 5 6 6 6 5 5 6 5,128
24,10,1-0 1-2 0-6 2-3 2-4 2-5 6-7 6-8 6-9,0,U,3,7,3 3 4 3 3 3 4 3 3 3,7 7 4 7 7 7 4 7 7 7,231
25,10,1-0 1-2 1-5 0-7 2-3 2-4 5-6 7-8 8-9,0,U,2,5,2 2 2 2 2 2 2 2 3 3,5 4 5 5 5 5 4 5 4 5,266
26,10,1-0 1-2 1-5 1-6 0-7 2-3 2-4 7-8 8-9,923,S,1,6,1 1 2 1 1 2 2 1 1 1,5 5 5 5 5 5 5 6 5 4,372
27,10,1-0 1-2 1-5 0-6 2-3 2-4 6-7 7-8 7-9,0,U,2,5,3 2 3 2 2 3 2 3 2 2,5 5 5 5 5 5 5 4 5 5,266
28,10,1-0 1-2 1-5 0-6 2-3 2-4 6-7 6-9 7-8,767,S,1,6,1 1 1 1 1 1 1 1 2 1,5 5 5 5 5 4 6 5 4 5,396
29,10,1-0 1-2 1-5 0-6 0-9 2-3 2-4 6-7 7-8,90,S,1,5,2 1 2 1 1 2 1 2 3 2,5 5 5 5 5 5 5 5 5 5,317
30,10,1-0 1-2 1-5 0-6 2-3 2-4 6-7 6-8 6-9,897,S,1,7,1 3 2 3 3 2 2 1 1 1,6 7 6 6 6 6 5 7 7 7,283
31,10,1-0 1-2 1-5 0-6 0-9 2-3 2-4 6-7 6-8,1023,F,1,6,1 1 1 1 1 1 1 1 1 1,6 6 6 5 5 5 6 5 5 5,437
32,10,1-0 1-2 0-5 0-9 2-3 2-4 5-6 6-7 6-8,0,U,4,6,4 4 4 4 4 4 4 4 4 4,6 5 5 6 6 5 5 6 6 5,122
33,10,1-0 1-2 0-5 2-3 2-4 5-6 5-8 6-7 8-9,0,U,2,5,3 2 3 2 2 2 3 3 3 3,5 5 4 5 5 4 5 5 5 5,265
34,10,1-0 1-2 0-5 2-3 2-4 5-6 5-8 5-9 6-7,1023,F,1,6,1 1 1 1 1 1 1 1 1 1,5 5 4 5 5 6 5 3 5 5,348
35,10,1-0 1-2 0-5 0-9 2-3 2-4 5-6 5-8 6-7,0,U,2,5,3 2 2 2 2 2 2 3 2 2,5 5 5 5 5 5 5 5 5 5,306
36,10,1-0 1-2 0-5 0-8 2-3 2-4 5-6 6-7 8-9,58,S,1,5,3 1 2 1 1 1 2 3 2 2,5 5 5 5 5 5 5 5 5 5,262
37,10,1-0 1-2 0-5 0-8 0-9 2-3 2-4 5-6 6-7,0,U,3,6,4 3 4 3 3 3 4 4 3 3,6 5 5 6 6 5 5 6 5 5,150
38,10,1-0 1-2 0-5 2-3 2-4 5-6 5-7 5-8 5-9,0,U,3,7,3 3 4 3 3 4 3 3 3 3,7 7 4 7 7 4 7 7 7 7,210
39,10,1-0 1-2 0-5 0-9 2-3 2-4 5-6 5-7 5-8,475,S,1,7,1 1 2 1 1 2 1 1 1 2,7 6 5 7 7 6 6 6 6 6,347
40,10,1-0 1-2 0-5 0-8 2-3 2-4 5-6 5-7 8-9,511,S,1,6,1 1 1 1 1 1 1 1 1 2,5 6 5 5 5 6 6 6 6 6,372
41,10,1-0 1-2 0-5 0-8 0-9 2-3 2-4 5-6 5-7,0,U,2,7,2 2 2 2 2 2 2 2 2 2,7 6 4 7 7 6 6 6 6 6,334
42,10,1-0 1-2 0-5 0-7 0-9 2-3 2-4 5-6 7-8,27,S,1,6,1 1 2 1 1 2 2 2 2 2,5 6 5 5 5 6 6 6 6 6,360
43,10,1-0 1-2 0-5 0-7 0-8 0-9 2-3 2-4 5-6,0,U,3,7,4 3 4 3 3 3 4 3 3 3,7 6 5 7 7 6 6 6 6 6,186
44,10,1-0 1-2 1-4 1-6 0-7 2-3 4-5 7-8 8-9,983,S,1,5,1 1 1 2 1 2 1 1 1 1,5 4 5 5 5 5 5 5 4 5,386
45,10,1-0 1-2 1-4 0-6 2-3 4-5 6-7 6-9 7-8,767,S,1,5,1 1 1 1 1 1 1 1 2 1,5 4 5 5 5 5 5 4 4 4,402
46,10,1-0 1-2 1-4 0-6 0-9 2-3 4-5 6-7 7-8,66,S,1,5,2 1 2 2 2 2 1 2 3 2,5 4 4 4 4 4 4 4 5 4,316
47,10,1-0 1-2 1-4 0-6 2-3 4-5 6-7 6-8 6-9,981,S,1,6,1 3 1 2 1 2 1 1 1 1,6 5 6 6 6 6 5 5 5 5,302
48,10,1-0 1-2 1-4 0-6 0-9 2-3 4-5 6-7 6-8,1023,F,1,5,1 1 1 1 1 1 1 1 1 1,5 5 5 5 5 5 5 5 5 5,451
49,10,1-0 1-2 1-4 0-6 0-8 2-3 4-5 6-7 8-9,1023,F,1,5,1 1 1 1 1 1 1 1 1 1,5 5 5 5 5 5 5 5 5 5,457
50,10,1-0 1-2 1-4 1-5 1-6 0-7 2-3 7-8 8-9,253,S,1,6,1 2 1 1 1 1 1 1 2 3,5 6 5 4 5 5 5 6 5 5,315
51,10,1-0 1-2 1-4 1-5 0-6 2-3 6-7 6-9 7-8,951,S,1,6,1 1 1 2 1 1 2 1 1 1,5 6 5 4 5 5 6 5 4 5,357
52,10,1-0 1-2 1-4 1-5 0-6 0-9 2-3 6-7 7-8,1015,S,1,5,1 1 1 2 1 1 1 1 1 1,5 5 5 5 5 5 5 5 5 5,421
53,10,1-0 1-2 1-4 1-5 0-6 2-3 6-7 6-8 6-9,0,U,3,7,3 4 3 4 3 3 4 3 3 3,6 7 6 6 6 6 5 7 7 7,173
54,10,1-0 1-2 1-4 1-5 0-6 0-9 2-3 6-7 6-8,437,S,1,6,1 2 1 2 1 1 2 1 1 2,6 6 6 5 6 6 6 5 5 5,407
55,10,1-0 1-2 1-4 1-5 0-6 0-8 2-3 6-7 8-9,53,S,1,5,1 2 1 2 1 1 2 2 2 2,5 5 5 5 5 5 5 5 5 5,407
56,10,1-0 1-2 1-4 1-5 0-6 0-8 0-9 2-3 6-7,1023,F,1,6,1 1 1 1 1 1 1 1 1 1,6 6 6 5 6 6 6 5 6 6,514
57,10,1-0 1-2 1-4 0-5 0-9 2-3 5-6 5-8 6-7,1023,F,1,5,1 1 1 1 1 1 1 1 1 1,5 5 5 5 5 5 5 5 5 5,456
58,10,1-0 1-2 1-4 0-5 0-8 2-3 5-6 6-7 8-9,1023,F,1,5,1 1 1 1 1 1 1 1 1 1,5 5 5 5 5 5 5 4 5 4,407
59,10,1-0 1-2 1-4 0-5 0-8 0-9 2-3 5-6 6-7,34,S,1,5,2 1 2 2 2 1 2 2 2 2,5 5 5 5 5 5 5 5 5 5,348
60,10,1-0 1-2 1-4 0-5 2-3 5-6 5-7 5-8 5-9,0,U,3,7,3 4 4 5 4 4 3 3 3 3,6 7 6 6 6 5 7 7 7 7,156
61,10,1-0 1-2 1-4 0-5 0-9 2-3 5-6 5-7 5-8,453,S,1,6,1 2 1 2 2 2 1 1 1 2,6 6 6 5 5 6 5 5 5 5,373
62,10,1-0 1-2 1-4 0-5 0-8 2-3 5-6 5-7 8-9,197,S,1,5,1 2 1 2 2 2 1 1 2 2,5 5 5 5 5 5 5 5 5 5,380
63,10,1-0 1-2 1-4 0-5 0-8 0-9 2-3 5-6 5-7,1023,F,1,6,1 1 1 1 1 1 1 1 1 1,6 6 6 5 5 6 5 5 6 6,489
64,10,1-0 1-2 1-4 0-5 0-7 0-9 2-3 5-6 7-8,1023,F,1,5,1 1 1 1 1 1 1 1 1 1,5 5 5 5 5 5 5 5 5 5,505
65,10,1-0 1-2 1-4 0-5 0-7 0-8 0-9 2-3 5-6,930,S,1,6,2 1 2 2 2 1 2 1 1 1,6 6 6 5 5 6 5 6 6 6,426
66,10,1-0 1-2 0-4 0-7 2-3 4-5 5-6 7-8 8-9,0,U,2,4,3 2 2 3 2 2 3 2 2 3,4 4 4 4 4 4 4 4 4 4,227
67,10,1-0 1-2 0-4 0-7 2-3 4-5 5-6 7-8 7-9,859,S,1,5,1 1 2 1 1 2 1 2 1 1,5 5 5 5 5 5 5 5 5 5,343
68,10,1-0 1-2 0-4 0-7 0-9 2-3 4-5 5-6 7-8,0,U,2,5,2 2 2 2 2 2 2 2 3 2,5 5 5 5 5 5 5 5 5 5,311
69,10,1-0 1-2 0-4 0-7 0-8 0-9 2-3 4-5 5-6,0,U,3,6,4 3 4 4 3 4 4 3 3 3,6 5 5 6 5 5 6 5 5 5,166
70,10,1-0 1-2 0-4 2-3 4-5 4-6 4-7 4-8 4-9,0,U,3,7,3 6 4 7 4 3 3 3 3 3,7 7 5 7 5 7 7 7 7 7,143
71,10,1-0 1-2 0-4 0-9 2-3 4-5 4-6 4-7 4-8,481,S,1,7,1 2 2 4 2 1 1 1 1 2,7 6 5 7 6 6 6 6 6 6,304
72,10,1-0 1-2 0-4 0-8 2-3 4-5 4-6 4-7 8-9,225,S,1,6,1 2 2 4 2 1 1 1 2 2,5 6 5 5 6 6 6 6 6 6,323
73,10,1-0 1-2 0-4 0-8 0-9 2-3 4-5 4-6 4-7,790,S,1,7,2 1 1 2 1 2 2 2 1 1,7 6 5 7 6 6 6 6 6 6,404
74,10,1-0 1-2 0-4 0-7 2-3 4-5 4-6 7-8 7-9,865,S,1,6,1 2 2 4 2 1 1 2 1 1,5 6 5 4 6 6 6 6 6 6,330
75,10,1-0 1-2 0-4 0-7 0-9 2-3 4-5 4-6 7-8,1023,F,1,6,1 1 1 1 1 1 1 1 1 1,5 6 5 5 6 6 6 6 6 6,440
76,10,1-0 1-2 0-4 0-7 0-8 0-9 2-3 4-5 4-6,914,S,1,7,2 1 2 2 1 2 2 1 1 1,7 6 5 7 6 6 6 6 6 6,369
77,10,1-0 1-2 0-4 0-6 0-8 2-3 4-5 6-7 8-9,1023,F,1,5,1 1 1 1 1 1 1 1 1 1,5 4 4 5 4 4 4 4 4 4,444
78,10,1-0 1-2 0-4 0-6 0-8 0-9 2-3 4-5 6-7,1014,S,1,6,2 1 1 2 1 1 1 1 1 1,5 6 5 5 6 6 6 6 6 6,398
79,10,1-0 1-2 0-4 0-6 0-7 0-8 0-9 2-3 4-5,0,U,3,7,4 3 4 4 3 4 3 3 3 3,7 6 5 7 6 6 6 6 6 6,192
80,10,1-0 1-2 1-3 1-4 1-5 1-6 1-7 0-8 8-9,0,U,6,7,6 7 6 6 6 6 6 6 7 7,7 7 7 7 7 7 7 7 7 7,54
81,10,1-0 1-2 1-3 1-4 1-5 1-6 0-7 7-8 7-9,0,U,6,7,6 7 6 6 6 6 6 7 6 6,6 7 7 7 7 7 7 7 7 7,51
82,10,1-0 1-2 1-3 1-4 1-5 1-6 0-7 0-9 7-8,0,U,4,7,4 5 4 4 4 4 4 5 5 5,7 6 6 6 6 6 6 6 5 6,192
83,10,1-0 1-2 1-3 1-4 1-5 0-6 6-7 6-8 6-9,0,U,6,7,6 7 6 6 6 6 7 6 6 6,6 7 7 7 7 7 7 7 7 7,49
84,10,1-0 1-2 1-3 1-4 1-5 0-6 0-9 6-7 6-8,0,U,4,6,4 5 4 4 4 4 5 4 4 5,6 6 6 6 6 6 6 6 6 5,191
85,10,1-0 1-2 1-3 1-4 1-5 0-6 0-8 6-7 8-9,0,U,4,6,4 5 4 4 4 4 5 5 5 5,5 6 6 6 6 6 6 6 6 6,191
86,10,1-0 1-2 1-3 1-4 1-5 0-6 0-8 0-9 6-7,0,U,2,7,2 3 2 2 2 2 3 3 3 3,7 6 6 6 6 6 6 5 6 6,381
87,10,1-0 1-2 1-3 1-4 1-5 0-6 0-7 0-8 0-9,1023,F,1,8,1 1 1 1 1 1 1 1 1 1,6 6 8 8 8 8 8 8 8 8,433
88,10,1-0 1-2 1-3 1-4 0-5 0-9 5-6 5-7 5-8,0,U,4,6,4 5 4 4 4 5 4 4 4 5,6 6 6 6 6 6 6 6 6 5,192
89,10,1-0 1-2 1-3 1-4 0-5 0-8 5-6 5-7 8-9,0,U,4,6,4 5 4 4 4 5 4 4 5 5,5 6 6 6 6 6 6 6 6 5,191
90,10,1-0 1-2 1-3 1-4 0-5 0-8 0-9 5-6 5-7,0,U,2,6,2 3 2 2 2 3 2 2 3 3,6 6 6 6 6 6 6 6 6 6,390
91,10,1-0 1-2 1-3 1-4 0-5 0-7 0-9 5-6 7-8,0,U,2,6,2 3 2 2 2 3 3 3 3 3,5 6 6 6 6 6 6 6 6 6,393
92,10,1-0 1-2 1-3 1-4 0-5 0-7 0-8 0-9 5-6,1023,F,1,7,1 1 1 1 1 1 1 1 1 1,7 6 6 6 6 6 5 6 6 6,491
93,10,1-0 1-2 1-3 1-4 0-5 0-6 0-7 0-8 0-9,0,U,2,8,3 2 3 3 3 2 2 2 2 2,6 6 8 8 8 8 8 8 8 8,359
94,10,1-0 1-2 1-3 0-4 0-7 4-5 4-6 7-8 7-9,0,U,4,5,4 5 4 4 5 4 4 5 4 4,5 5 5 5 5 5 5 5 5 5,189
95,10,1-0 1-2 1-3 0-4 0-7 0-9 4-5 4-6 7-8,0,U,2,6,2 3 2 2 3 2 2 3 3 3,5 6 6 6 6 6 6 6 5 6,396
96,10,1-0 1-2 1-3 0-4 0-7 0-8 0-9 4-5 4-6,1023,F,1,6,1 1 1 1 1 1 1 1 1 1,6 6 6 6 6 6 6 6 6 6,506
97,10,1-0 1-2 1-3 0-4 0-6 0-8 4-5 6-7 8-9,0,U,2,5,2 3 2 2 3 3 3 3 3 3,5 4 4 4 4 4 4 4 4 4,397
98,10,1-0 1-2 1-3 0-4 0-6 0-8 0-9 4-5 6-7,1023,F,1,6,1 1 1 1 1 1 1 1 1 1,5 6 6 6 6 6 6 6 6 6,525
99,10,1-0 1-2 1-3 0-4 0-6 0-7 0-8 0-9 4-5,978,S,1,7,2 1 2 2 1 2 1 1 1 1,7 6 6 6 6 5 6 6 6 6,437
100,10,1-0 1-2 1-3 0-4 0-5 0-6 0-7 0-8 0-9,0,U,4,8,5 4 5 5 4 4 4 4 4 4,6 6 8 8 8 8 8 8 8 8,192
101,10,1-0 1-2 0-3 0-5 0-7 0-9 3-4 5-6 7-8,1023,F,1,5,1 1 1 1 1 1 1 1 1 1,5 4 4 4 4 4 4 4 4 4,540
102,10,1-0 1-2 0-3 0-5 0-7 0-8 0-9 3-4 5-6,939,S,1,6,1 1 2 1 2 1 2 1 1 1,5 6 6 6 6 6 6 6 6 6,470
103,10,1-0 1-2 0-3 0-5 0-6 0-7 0-8 0-9 3-4,0,U,4,7,5 4 4 4 4 4 4 4 4 4,7 6 6 6 6 6 6 6 6 6,206
104,10,1-0 1-2 0-3 0-4 0-5 0-6 0-7 0-8 0-9,0,U,6,8,7 6 8 6 6 6 6 6 6 6,7 6 8 8 8 8 8 8 8 8,61
105,10,1-0 0-2 0-3 0-4 0-5 0-6 0-7 0-8 0-9,0,U,8,9,9 8 8 8 8 8 8 8 8 8,9 8 8 8 8 8 8 8 8 8,19
