id,n,edges,solvable_mask,class,ps,fs,per_hole_min,per_hole_max,states
21,16,1-0 1-2 1-8 0-9 2-3 3-4 4-5 5-6 6-7 9-10 10-11 11-12 12-13 13-14 14-15,0,U,2,8,3 3 3 2 3 3 2 4 3 2 3 2 2 3 2 3,7 6 7 7 6 8 7 6 6 6 6 7 6 8 7 6,2035
22,16,1-0 1-2 1-8 0-9 2-3 3-4 4-5 5-6 6-7 9-10 10-11 11-12 12-13 13-14 13-15,0,U,2,9,2 3 2 2 3 5 2 5 2 2 3 2 2 3 2 2,8 7 8 7 7 8 7 7 7 8 7 9 8 5 9 9,2081
23,16,1-0 1-2 1-8 0-9 2-3 3-4 4-5 5-6 6-7 9-10 10-11 11-12 12-13 12-15 13-14,863,S,1,8,1 1 1 1 1 2 1 2 1 1 2 2 2 3 3 3,8 7 8 7 7 7 6 7 7 7 7 8 7 8 7 7,3903
24,16,1-0 1-2 1-8 0-9 2-3 3-4 4-5 5-6 6-7 9-10 10-11 11-12 11-15 12-13 13-14,0,U,2,9,2 2 2 2 2 3 2 3 2 2 2 3 2 2 3 2,7 7 7 7 6 8 7 6 6 8 8 9 8 5 9 8,3312
25,16,1-0 1-2 1-8 0-9 2-3 3-4 4-5 5-6 6-7 9-10 10-11 10-15 11-12 12-13 13-14,0,U,2,8,2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2,8 7 8 7 7 7 6 7 7 8 7 8 8 7 7 8,4366
26,16,1-0 1-2 1-8 0-9 2-3 3-4 4-5 5-6 6-7 9-10 9-15 10-11 11-12 12-13 13-14,0,U,2,9,2 2 3 2 3 3 2 3 3 3 2 2 2 2 2 2,8 7 7 7 7 8 7 7 7 8 8 9 8 5 9 7,3712
27,16,1-0 1-2 1-8 0-9 0-15 2-3 3-4 4-5 5-6 6-7 9-10 10-11 11-12 12-13 13-14,9288,S,1,8,2 2 2 1 2 3 1 3 2 2 1 2 3 1 3 2,8 8 8 7 7 7 6 7 7 8 7 7 7 6 7 7,4094
28,16,1-0 1-2 0-8 0-15 2-3 3-4 4-5 5-6 6-7 8-9 9-10 10-11 11-12 12-13 13-14,0,U,3,8,4 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3,7 7 7 7 8 7 5 8 7 7 7 8 7 5 8 7,1774
29,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 9-10 10-11 11-12 12-13 12-14 12-15,0,U,2,9,4 3 4 2 3 5 2 9 4 3 4 2 3 2 2 2,7 7 8 7 9 8 7 9 8 7 9 8 6 9 9 9,978
30,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 9-10 10-11 11-12 11-15 12-13 12-14,38472,S,1,9,2 2 3 1 2 2 1 2 3 1 1 2 1 2 2 1,7 7 8 7 9 8 5 9 7 7 8 7 8 7 7 7,2386
31,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 9-10 10-11 10-15 11-12 12-13 12-14,0,U,2,9,4 3 4 2 3 3 2 3 4 3 3 2 3 2 2 3,7 7 7 7 8 8 7 8 8 8 9 8 7 9 9 8,1587
32,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 9-10 9-15 10-11 11-12 12-13 12-14,0,U,2,9,2 3 2 2 3 3 2 3 2 3 2 2 3 2 2 2,7 7 8 7 9 8 5 9 8 7 8 8 7 7 7 8,2339
33,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 8-15 9-10 10-11 11-12 12-13 12-14,0,U,2,9,3 3 4 2 3 4 2 4 4 2 3 2 2 2 2 3,8 7 7 7 7 8 7 7 8 8 9 8 6 9 9 7,1924
34,16,1-0 1-2 0-8 0-15 2-3 3-4 4-5 5-6 6-7 8-9 9-10 10-11 11-12 12-13 12-14,0,U,2,9,4 2 3 2 2 3 2 4 3 3 4 2 3 2 2 3,7 8 8 7 9 8 5 9 8 7 7 7 6 7 7 7,2263
35,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 9-10 10-11 11-12 11-14 12-13 14-15,62536,S,1,7,3 2 3 1 2 2 1 2 3 2 1 2 1 1 1 1,6 6 6 6 7 7 6 7 7 7 7 7 7 7 7 7,2199
36,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 9-10 10-11 11-12 11-14 11-15 12-13,0,U,2,9,3 3 2 2 2 2 2 2 2 2 2 3 2 2 2 2,7 7 8 7 9 8 6 9 7 7 8 8 8 6 8 8,2360
37,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 9-10 10-11 10-15 11-12 11-14 12-13,65352,S,1,8,2 2 2 1 2 2 1 2 1 1 1 1 1 1 1 1,7 7 6 6 7 7 6 7 7 8 8 8 8 7 7 7,3439
38,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 9-10 9-15 10-11 11-12 11-14 12-13,0,U,2,9,2 2 2 2 2 2 2 2 2 3 2 2 3 3 3 2,7 7 8 7 9 8 5 9 8 7 8 8 7 7 7 7,3132
39,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 8-15 9-10 10-11 11-12 11-14 12-13,34379,S,1,8,1 1 2 1 2 2 1 2 2 1 1 2 2 2 2 1,8 7 7 7 7 7 6 7 7 8 8 7 8 7 7 7,3828
40,16,1-0 1-2 0-8 0-15 2-3 3-4 4-5 5-6 6-7 8-9 9-10 10-11 11-12 11-14 12-13,0,U,2,9,2 2 2 2 2 2 2 2 2 2 3 3 3 4 3 2,7 8 8 7 9 8 4 9 8 7 7 8 7 6 7 7,3344
41,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 9-10 10-11 10-14 11-12 12-13 14-15,56136,S,1,8,2 2 2 1 2 2 1 2 1 1 2 1 1 3 1 1,7 7 7 6 8 7 6 8 8 8 7 8 7 7 8 8,2665
42,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 9-10 10-11 10-14 10-15 11-12 12-13,2120,S,1,9,3 2 3 1 2 3 1 3 2 2 3 1 2 3 2 2,7 7 7 7 8 8 7 8 8 8 9 8 7 9 8 8,2234
43,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 9-10 9-15 10-11 10-14 11-12 12-13,23112,S,1,8,2 2 2 1 2 2 1 3 2 1 2 1 1 3 1 2,7 7 7 6 8 7 6 8 8 7 7 8 7 7 8 8,3425
44,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 8-15 9-10 10-11 10-14 11-12 12-13,0,U,2,9,2 2 3 2 3 3 2 3 3 2 2 2 3 2 3 2,7 7 6 7 7 8 7 7 8 8 9 8 6 9 8 7,2995
45,16,1-0 1-2 0-8 0-15 2-3 3-4 4-5 5-6 6-7 8-9 9-10 10-11 10-14 11-12 12-13,0,U,3,8,3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3,7 7 7 7 8 7 5 8 7 7 7 7 7 7 7 7,3375
46,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 9-10 9-14 10-11 11-12 12-13 14-15,4680,S,1,7,2 2 3 1 2 3 1 3 2 1 2 2 1 2 2 2,7 7 6 6 7 7 6 7 7 7 7 7 7 7 7 6,2846
47,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 9-10 9-14 9-15 10-11 11-12 12-13,176,S,1,9,2 2 2 2 1 1 2 1 2 2 2 3 2 3 2 2,7 7 8 7 9 8 5 9 8 7 8 8 7 6 8 8,3260
48,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 8-15 9-10 9-14 10-11 11-12 12-13,54857,S,1,8,1 2 2 1 2 3 1 3 2 1 1 2 1 2 1 1,8 7 7 7 7 7 6 7 8 8 8 8 7 7 8 7,4014
49,16,1-0 1-2 0-8 0-15 2-3 3-4 4-5 5-6 6-7 8-9 9-10 9-14 10-11 11-12 12-13,33102,S,1,9,2 1 1 1 2 2 1 2 1 3 2 3 3 3 2 1,7 8 8 7 9 8 5 9 8 7 7 8 7 7 7 7,3842
50,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 8-14 9-10 10-11 11-12 12-13 14-15,22089,S,1,7,1 2 2 1 2 3 1 3 2 1 1 3 1 4 1 2,7 7 7 7 7 6 5 7 7 7 7 7 6 7 7 7,3012
51,16,1-0 1-2 0-8 2-3 3-4 4-5 5-6 6-7 8-9 8-14 8-15 9-10 10-11 11-12 12-13,0,U,2,9,3 3 2 2 2 2 2 2 2 2 3 2 2 3 3 3,8 7 7 7 7 8 7 7 8 8 9 8 6 9 8 8,3002
52,16,1-0 1-2 0-8 0-15 2-3 3-4 4-5 5-6 6-7 8-9 8-14 9-10 10-11 11-12 12-13,4680,S,1,7,2 2 3 1 2 3 1 4 3 1 2 3 1 4 2 3,7 7 7 7 7 7 6 7 7 7 7 7 6 7 7 7,3658
53,16,1-0 1-2 0-8 0-14 2-3 3-4 4-5 5-6 6-7 8-9 9-10 10-11 11-12 12-13 14-15,4680,S,1,7,2 2 2 1 2 3 1 4 2 1 2 3 1 3 2 3,7 7 7 7 7 7 6 7 7 7 7 7 6 7 7 6,3037
54,16,1-0 1-2 0-8 0-14 0-15 2-3 3-4 4-5 5-6 6-7 8-9 9-10 10-11 11-12 12-13,0,U,2,9,3 3 2 2 2 2 2 2 3 2 3 3 2 3 3 3,7 8 8 7 9 8 5 9 8 7 7 8 7 6 8 8,3265
55,16,1-0 1-2 0-10 2-3 3-4 4-5 5-6 5-7 5-8 5-9 10-11 11-12 12-13 13-14 14-15,0,U,4,9,6 5 5 6 4 5 4 4 4 4 4 5 6 4 5 9,7 8 7 9 8 7 9 9 9 9 8 8 9 9 8 9,881
56,16,1-0 1-2 0-10 2-3 3-4 4-5 4-9 5-6 5-7 5-8 10-11 11-12 12-13 13-14 14-15,0,U,2,9,4 3 3 3 2 3 2 2 2 3 2 3 3 2 3 3,7 7 7 8 8 8 8 8 8 7 7 8 7 9 8 7,2749
57,16,1-0 1-2 0-10 2-3 3-4 3-9 4-5 5-6 5-7 5-8 10-11 11-12 12-13 13-14 14-15,0,U,4,9,5 5 5 5 4 5 4 4 4 5 4 5 4 4 5 4,8 8 8 9 8 8 9 9 9 8 8 7 9 8 7 9,1391
58,16,1-0 1-2 0-10 2-3 2-9 3-4 4-5 5-6 5-7 5-8 10-11 11-12 12-13 13-14 14-15,0,U,3,9,3 4 4 4 3 4 3 3 3 4 4 3 3 4 3 4,7 8 7 8 8 7 8 8 8 8 7 8 7 9 8 7,2414
59,16,1-0 1-2 1-9 0-10 2-3 3-4 4-5 5-6 5-7 5-8 10-11 11-12 12-13 13-14 14-15,0,U,3,9,4 5 4 4 3 4 3 3 3 4 4 4 5 4 4 5,8 8 8 9 8 7 9 9 9 8 8 8 9 8 6 9,1721
60,16,1-0 1-2 0-9 2-3 3-4 4-5 5-6 5-7 5-8 9-10 10-11 11-12 12-13 13-14 13-15,0,U,4,9,6 4 5 6 4 5 4 4 4 4 5 6 4 5 4 4,7 8 7 9 8 7 9 9 9 8 7 9 8 7 9 9,802
61,16,1-0 1-2 0-9 2-3 3-4 4-5 5-6 5-7 5-8 9-10 10-11 11-12 12-13 12-15 13-14,0,U,2,9,3 3 3 3 2 3 2 2 2 3 3 3 2 3 3 3,7 7 7 8 8 7 8 8 8 7 8 8 9 8 7 8,2037
62,16,1-0 1-2 0-9 2-3 3-4 4-5 5-6 5-7 5-8 9-10 10-11 11-12 11-15 12-13 13-14,0,U,3,9,4 4 4 4 3 4 3 3 3 4 4 5 4 5 5 4,8 8 7 9 8 6 9 9 9 8 8 9 8 8 9 8,1464
63,16,1-0 1-2 0-9 2-3 3-4 4-5 5-6 5-7 5-8 9-10 10-11 10-15 11-12 12-13 13-14,0,U,3,9,3 4 4 3 3 4 3 3 3 4 3 4 3 3 4 4,7 7 7 7 8 7 8 8 8 8 8 8 9 8 7 8,2416
64,16,1-0 1-2 0-9 2-3 3-4 4-5 5-6 5-7 5-8 9-10 9-15 10-11 11-12 12-13 13-14,0,U,3,9,3 3 4 4 3 4 3 3 3 4 3 5 4 5 6 3,8 8 8 9 8 6 9 9 9 8 8 9 8 7 9 8,1757
65,16,1-0 1-2 0-9 0-15 2-3 3-4 4-5 5-6 5-7 5-8 9-10 10-11 11-12 12-13 13-14,0,U,2,9,4 5 3 5 2 3 2 2 2 4 3 4 4 3 5 5,7 8 7 7 8 7 8 8 8 8 8 7 9 8 7 7,2472
66,16,1-0 1-2 0-9 2-3 3-4 4-5 5-6 5-7 5-8 9-10 10-11 11-12 12-13 12-14 12-15,0,U,3,10,5 5 4 5 3 4 3 3 3 4 5 3 4 3 3 3,9 9 8 10 9 7 10 10 10 8 10 9 7 10 10 10,1314
67,16,1-0 1-2 0-10 2-3 3-4 4-5 4-8 5-6 5-7 8-9 10-11 11-12 12-13 13-14 14-15,0,U,2,8,4 3 3 3 2 3 2 2 3 3 2 3 3 2 3 3,7 7 8 8 7 8 8 8 8 7 7 6 8 7 6 8,2755
68,16,1-0 1-2 0-10 2-3 3-4 4-5 4-8 4-9 5-6 5-7 10-11 11-12 12-13 13-14 14-15,63698,S,1,9,2 1 2 2 1 2 1 1 2 2 2 1 1 1 1 1,7 7 7 8 8 8 8 8 8 8 7 8 7 9 8 7,4240
69,16,1-0 1-2 0-10 2-3 3-4 3-9 4-5 4-8 5-6 5-7 10-11 11-12 12-13 13-14 14-15,0,U,2,8,2 3 2 3 2 2 2 2 2 2 2 2 2 2 2 3,8 8 8 8 8 8 8 8 8 8 7 7 8 7 6 8,4058
70,16,1-0 1-2 0-10 2-3 2-9 3-4 4-5 4-8 5-6 5-7 10-11 11-12 12-13 13-14 14-15,18724,S,1,9,2 2 1 2 2 1 2 2 1 2 2 1 2 2 1 2,7 8 7 8 8 8 8 8 7 7 7 8 7 9 8 7,4987
71,16,1-0 1-2 1-9 0-10 2-3 3-4 4-5 4-8 5-6 5-7 10-11 11-12 12-13 13-14 14-15,0,U,2,8,3 3 3 3 3 3 3 3 3 3 3 3 2 2 3 2,8 8 8 8 8 8 7 7 7 8 8 8 8 7 6 8,4660
72,16,1-0 1-2 0-9 2-3 3-4 4-5 4-8 5-6 5-7 9-10 10-11 11-12 12-13 13-14 13-15,0,U,2,8,3 3 2 3 2 3 2 2 3 2 3 3 2 3 2 2,7 7 7 8 8 8 8 8 7 7 7 7 8 7 8 8,2572
73,16,1-0 1-2 0-9 2-3 3-4 4-5 4-8 5-6 5-7 9-10 10-11 11-12 12-13 12-15 13-14,4606,S,1,9,2 1 1 1 1 1 1 1 1 2 2 2 1 2 2 2,7 7 7 8 8 8 8 8 7 7 8 8 9 8 5 8,4425
74,16,1-0 1-2 0-9 2-3 3-4 4-5 4-8 5-6 5-7 9-10 10-11 11-12 11-15 12-13 13-14,0,U,2,8,3 2 2 2 2 2 2 2 2 2 2 3 2 3 3 2,8 7 7 8 7 8 7 7 7 8 8 8 8 8 8 8,4056
75,16,1-0 1-2 0-9 2-3 3-4 4-5 4-8 5-6 5-7 9-10 10-11 10-15 11-12 12-13 13-14,0,U,2,9,2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 2,7 7 7 8 8 8 8 8 7 8 8 8 9 8 5 7,5088
76,16,1-0 1-2 0-9 2-3 3-4 4-5 4-8 5-6 5-7 9-10 9-15 10-11 11-12 12-13 13-14,0,U,2,8,2 2 2 2 3 2 3 3 2 3 2 2 3 2 3 2,8 8 8 8 7 8 7 7 7 8 8 8 8 7 8 8,4666
77,16,1-0 1-2 0-9 0-15 2-3 3-4 4-5 4-8 5-6 5-7 9-10 10-11 11-12 12-13 13-14,0,U,2,9,2 2 2 2 3 2 3 3 2 2 2 2 3 2 3 2,7 8 7 8 8 8 8 8 7 8 8 7 9 8 6 7,5084
78,16,1-0 1-2 0-9 2-3 3-4 4-5 4-8 5-6 5-7 9-10 10-11 11-12 12-13 12-14 12-15,0,U,2,10,3 4 2 2 3 2 3 3 2 3 4 2 3 2 2 2,9 8 8 9 8 9 8 8 8 8 10 9 5 10 10 10,2758
79,16,1-0 1-2 0-9 2-3 3-4 4-5 4-8 5-6 5-7 9-10 10-11 11-12 11-15 12-13 12-14,38700,S,1,9,2 2 1 1 2 1 2 2 1 1 1 2 1 2 2 1,8 8 8 9 8 9 8 8 8 8 9 8 9 8 8 8,5874
80,16,1-0 1-2 0-10 2-3 3-4 3-8 4-5 5-6 5-7 8-9 10-11 11-12 12-13 13-14 14-15,0,U,2,8,2 3 2 3 2 2 2 2 2 3 2 2 2 2 2 3,8 8 8 8 8 8 7 7 8 8 7 7 8 8 7 8,2892
81,16,1-0 1-2 0-10 2-3 3-4 3-8 3-9 4-5 5-6 5-7 10-11 11-12 12-13 13-14 14-15,0,U,3,9,4 4 4 5 3 4 3 3 4 4 3 4 4 3 4 4,8 8 8 9 8 7 9 9 8 8 8 7 9 8 7 9,1925
82,16,1-0 1-2 0-10 2-3 2-9 3-4 3-8 4-5 5-6 5-7 10-11 11-12 12-13 13-14 14-15,0,U,2,8,3 3 3 3 2 3 2 2 3 3 2 2 3 2 2 4,8 8 8 8 8 8 8 8 8 8 7 7 8 8 7 8,3494
83,16,1-0 1-2 1-9 0-10 2-3 3-4 3-8 4-5 5-6 5-7 10-11 11-12 12-13 13-14 14-15,0,U,3,9,4 4 3 4 3 3 3 3 3 4 4 4 4 4 4 4,8 8 8 9 8 7 9 9 8 7 8 7 9 8 6 9,2549
84,16,1-0 1-2 0-9 2-3 3-4 3-8 4-5 5-6 5-7 9-10 10-11 11-12 12-13 13-14 13-15,0,U,4,9,4 4 4 5 4 5 4 4 4 4 4 4 4 4 4 4,8 8 8 9 8 8 9 9 8 8 7 9 8 6 9 9,1357
85,16,1-0 1-2 0-9 2-3 3-4 3-8 4-5 5-6 5-7 9-10 10-11 11-12 12-13 12-15 13-14,0,U,2,8,3 2 2 3 2 2 2 2 2 3 3 3 2 3 3 3,8 8 8 8 8 8 8 8 8 7 7 8 8 8 7 7,3173
86,16,1-0 1-2 0-9 2-3 3-4 3-8 4-5 5-6 5-7 9-10 10-11 11-12 11-15 12-13 13-14,0,U,3,9,4 3 3 4 3 3 3 3 3 3 3 4 3 4 4 3,7 8 8 9 8 7 9 9 8 8 8 9 8 7 9 8,2331
87,16,1-0 1-2 0-9 2-3 3-4 3-8 4-5 5-6 5-7 9-10 10-11 10-15 11-12 12-13 13-14,0,U,2,8,3 3 2 3 2 2 2 2 2 3 3 3 3 3 4 3,8 8 8 8 8 8 8 8 8 8 7 8 8 7 7 8,3693
88,16,1-0 1-2 0-9 2-3 3-4 3-8 4-5 5-6 5-7 9-10 9-15 10-11 11-12 12-13 13-14,0,U,3,9,3 3 3 4 3 3 3 3 3 4 3 4 4 4 4 3,8 8 8 9 8 6 9 9 8 8 8 9 8 6 9 7,2734
89,16,1-0 1-2 0-9 0-15 2-3 3-4 3-8 4-5 5-6 5-7 9-10 10-11 11-12 12-13 13-14,0,U,3,8,3 3 3 3 3 3 3 3 3 3 3 3 4 3 4 3,8 8 8 8 8 8 8 8 8 8 7 7 8 7 7 7,3474
90,16,1-0 1-2 0-9 2-3 3-4 3-8 4-5 5-6 5-7 9-10 10-11 11-12 12-13 12-14 12-15,0,U,3,10,5 5 4 4 3 4 3 3 4 4 5 3 4 3 3 3,8 9 9 10 9 8 10 10 9 8 9 8 7 9 9 9,2105
91,16,1-0 1-2 0-9 2-3 3-4 3-8 4-5 5-6 5-7 9-10 10-11 11-12 11-15 12-13 12-14,0,U,2,10,3 3 3 3 2 3 2 2 3 2 2 3 2 3 3 2,8 9 9 10 9 6 10 10 9 8 8 8 8 8 8 7,4177
92,16,1-0 1-2 0-9 2-3 3-4 3-8 4-5 5-6 5-7 9-10 10-11 10-15 11-12 12-13 12-14,0,U,3,9,4 4 4 4 3 4 3 3 4 4 4 3 4 3 3 4,8 8 8 9 8 8 9 9 8 8 9 8 8 9 9 8,3236
93,16,1-0 1-2 0-10 2-3 2-8 3-4 4-5 5-6 5-7 8-9 10-11 11-12 12-13 13-14 14-15,0,U,2,8,3 3 3 3 2 3 2 2 3 3 2 3 3 2 3 4,8 8 7 8 8 7 8 8 8 6 7 7 8 7 6 8,3131
94,16,1-0 1-2 0-10 2-3 2-8 2-9 3-4 4-5 5-6 5-7 10-11 11-12 12-13 13-14 14-15,18640,S,1,9,2 3 2 3 1 2 1 1 3 3 2 1 2 2 1 2,7 8 7 8 8 7 8 8 8 8 7 8 7 9 8 6,4225
95,16,1-0 1-2 1-9 0-10 2-3 2-8 3-4 4-5 5-6 5-7 10-11 11-12 12-13 13-14 14-15,0,U,2,8,3 3 3 3 2 3 2 2 3 3 2 2 3 2 2 4,8 8 8 8 8 7 8 8 8 8 8 8 8 7 6 8,4233
96,16,1-0 1-2 0-9 2-3 2-8 3-4 4-5 5-6 5-7 9-10 10-11 11-12 12-13 13-14 13-15,0,U,2,8,2 4 3 4 2 3 2 2 4 4 3 2 2 3 2 2,7 8 7 8 8 7 8 8 8 7 7 7 8 7 8 8,2594
97,16,1-0 1-2 0-9 2-3 2-8 3-4 4-5 5-6 5-7 9-10 10-11 11-12 12-13 12-15 13-14,511,S,1,9,1 1 1 1 1 1 1 1 1 2 2 3 2 3 3 3,7 8 7 8 8 7 8 8 7 7 8 8 9 8 5 8,4346
98,16,1-0 1-2 0-9 2-3 2-8 3-4 4-5 5-6 5-7 9-10 10-11 11-12 11-15 12-13 13-14,0,U,2,8,2 2 2 2 2 2 2 2 2 3 2 3 2 2 3 2,8 8 7 8 8 7 7 7 8 8 8 8 8 8 8 8,4099
99,16,1-0 1-2 0-9 2-3 2-8 3-4 4-5 5-6 5-7 9-10 10-11 10-15 11-12 12-13 13-14,0,U,2,9,2 2 2 2 2 2 2 2 2 2 3 2 3 3 3 2,7 8 7 8 8 7 8 8 7 8 8 8 9 8 6 7,5055
