id,n,edges,solvable_mask,class,ps,fs,per_hole_min,per_hole_max,states
61,12,1-0 1-2 0-6 2-3 3-4 3-5 6-7 6-10 6-11 7-8 8-9,0,U,3,7,4 4 3 4 3 3 3 3 4 3 4 4,6 7 6 5 7 7 7 6 6 7 6 6,438
62,12,1-0 1-2 0-6 0-11 2-3 3-4 3-5 6-7 6-10 7-8 8-9,180,S,1,6,2 2 1 2 1 1 2 1 2 3 2 2,6 6 6 5 6 6 6 6 6 6 6 6,836
63,12,1-0 1-2 0-6 0-10 2-3 3-4 3-5 6-7 7-8 8-9 10-11,0,U,2,6,2 2 2 2 2 2 2 2 3 4 2 2,5 6 6 5 6 6 6 6 5 6 6 5,712
64,12,1-0 1-2 0-6 0-10 0-11 2-3 3-4 3-5 6-7 7-8 8-9,317,S,1,7,1 2 1 1 1 1 2 2 1 2 2 2,6 6 6 5 6 6 6 7 6 4 6 6,930
65,12,1-0 1-2 0-6 2-3 3-4 3-5 6-7 7-8 7-9 7-10 7-11,0,U,3,8,4 4 3 4 3 3 3 4 3 3 3 3,8 8 7 5 8 8 7 5 8 8 8 8,435
66,12,1-0 1-2 0-6 2-3 3-4 3-5 6-7 6-11 7-8 7-9 7-10,1908,S,1,8,2 2 1 2 1 1 1 2 1 1 1 2,7 8 7 5 8 8 7 7 6 6 6 6,813
67,12,1-0 1-2 0-6 0-11 2-3 3-4 3-5 6-7 7-8 7-9 7-10,0,U,2,8,4 3 3 4 3 3 2 3 2 2 2 3,8 7 7 6 7 7 7 6 8 8 8 7,599
68,12,1-0 1-2 0-6 2-3 3-4 3-5 6-7 6-10 7-8 7-9 10-11,884,S,1,6,2 2 1 2 1 1 1 2 1 1 2 2,6 6 6 5 6 6 6 6 6 6 6 6,848
69,12,1-0 1-2 0-6 2-3 3-4 3-5 6-7 6-10 6-11 7-8 7-9,0,U,2,8,2 2 2 2 2 2 3 2 3 3 2 2,7 8 7 5 8 8 7 7 6 6 7 7,917
70,12,1-0 1-2 0-6 0-11 2-3 3-4 3-5 6-7 6-10 7-8 7-9,4086,S,1,7,2 1 1 2 1 1 1 1 1 1 1 1,7 7 7 6 6 6 7 7 6 6 6 7,1137
71,12,1-0 1-2 0-6 0-10 2-3 3-4 3-5 6-7 7-8 7-9 10-11,2038,S,1,7,2 1 1 2 1 1 1 1 1 1 1 2,6 7 7 6 7 7 7 6 6 6 7 7,913
72,12,1-0 1-2 0-6 0-10 0-11 2-3 3-4 3-5 6-7 7-8 7-9,0,U,2,8,3 3 2 3 2 2 2 3 2 2 3 3,8 7 7 6 7 7 7 5 8 8 7 7,753
73,12,1-0 1-2 0-6 2-3 3-4 3-5 6-7 6-9 6-11 7-8 9-10,125,S,1,6,1 2 1 1 1 1 1 2 2 2 2 2,6 6 6 5 6 6 6 6 6 6 6 6,981
74,12,1-0 1-2 0-6 0-11 2-3 3-4 3-5 6-7 6-9 7-8 9-10,2806,S,1,6,2 1 1 2 1 1 1 1 2 1 2 1,6 6 6 5 6 6 6 6 6 6 6 6,1144
75,12,1-0 1-2 0-6 2-3 3-4 3-5 6-7 6-9 6-10 6-11 7-8,0,U,3,8,3 3 3 4 3 3 4 3 3 3 3 3,7 8 7 5 8 8 7 7 6 7 7 7,578
76,12,1-0 1-2 0-6 0-11 2-3 3-4 3-5 6-7 6-9 6-10 7-8,1725,S,1,7,1 2 1 1 1 1 2 1 2 1 1 2,7 7 7 6 6 6 7 7 6 7 7 7,1194
77,12,1-0 1-2 0-6 0-10 2-3 3-4 3-5 6-7 6-9 7-8 10-11,189,S,1,6,1 2 1 1 1 1 2 1 2 2 2 2,6 6 6 6 6 6 6 6 6 6 6 6,1108
78,12,1-0 1-2 0-6 0-10 0-11 2-3 3-4 3-5 6-7 6-9 7-8,4095,F,1,7,1 1 1 1 1 1 1 1 1 1 1 1,7 7 7 6 6 6 7 7 6 6 7 7,1335
79,12,1-0 1-2 0-6 0-9 2-3 3-4 3-5 6-7 7-8 9-10 10-11,628,S,1,6,2 2 1 2 1 1 1 2 2 1 2 2,6 6 6 5 6 6 6 6 6 6 6 6,838
80,12,1-0 1-2 0-6 0-9 2-3 3-4 3-5 6-7 7-8 9-10 9-11,3133,S,1,7,1 2 1 1 1 1 2 2 3 2 1 1,6 7 7 6 7 7 7 6 6 7 7 7,934
81,12,1-0 1-2 0-6 0-9 0-11 2-3 3-4 3-5 6-7 7-8 9-10,3071,S,1,7,1 1 1 1 1 1 1 1 1 1 2 1,6 7 7 6 7 7 7 6 6 7 7 7,1168
82,12,1-0 1-2 0-6 0-9 0-10 0-11 2-3 3-4 3-5 6-7 7-8,0,U,2,8,2 2 2 2 2 2 2 3 3 2 2 2,8 7 7 6 7 7 7 6 8 7 7 7,872
83,12,1-0 1-2 0-8 2-3 2-5 2-7 3-4 5-6 8-9 9-10 10-11,3845,S,1,6,1 2 1 2 2 2 2 2 1 1 1 1,6 6 5 6 6 6 6 6 6 5 4 6,957
84,12,1-0 1-2 1-7 0-8 2-3 2-5 3-4 5-6 8-9 9-10 10-11,0,U,2,6,2 2 2 2 2 2 2 2 3 2 2 3,5 5 5 5 5 5 5 5 6 5 4 6,845
85,12,1-0 1-2 0-7 2-3 2-5 3-4 5-6 7-8 8-9 8-11 9-10,511,S,1,6,1 1 1 1 1 1 1 1 1 2 2 2,6 6 5 6 6 6 6 5 5 5 4 4,970
86,12,1-0 1-2 0-7 2-3 2-5 3-4 5-6 7-8 7-11 8-9 9-10,0,U,2,6,2 2 2 2 2 2 2 2 2 3 2 2,5 5 5 5 5 5 5 6 5 4 6 5,860
87,12,1-0 1-2 0-7 0-11 2-3 2-5 3-4 5-6 7-8 8-9 9-10,2733,S,1,6,1 2 1 1 2 1 2 1 2 1 3 1,6 6 5 6 6 6 6 5 5 4 5 5,1052
88,12,1-0 1-2 0-7 2-3 2-5 3-4 5-6 7-8 8-9 8-10 8-11,0,U,2,6,3 2 3 2 2 2 2 2 3 2 2 2,6 6 6 6 6 6 6 6 5 6 6 6,672
89,12,1-0 1-2 0-7 2-3 2-5 3-4 5-6 7-8 7-11 8-9 8-10,2427,S,1,6,1 1 2 1 1 1 1 2 1 2 2 1,6 6 6 6 6 6 6 6 5 5 5 5,1212
90,12,1-0 1-2 0-7 0-11 2-3 2-5 3-4 5-6 7-8 8-9 8-10,1705,S,1,6,1 2 3 1 2 1 2 1 2 1 1 2,6 6 6 6 6 6 6 6 5 6 6 6,926
91,12,1-0 1-2 0-7 2-3 2-5 3-4 5-6 7-8 7-10 8-9 10-11,3963,S,1,5,1 1 2 1 1 1 1 2 1 1 1 1,5 5 5 5 5 5 5 5 5 5 5 5,1212
92,12,1-0 1-2 0-8 2-3 2-5 2-6 2-7 3-4 8-9 9-10 10-11,494,S,1,7,2 1 1 1 2 1 1 1 1 3 2 3,6 6 7 6 4 6 6 6 6 7 6 6,770
93,12,1-0 1-2 1-7 0-8 2-3 2-5 2-6 3-4 8-9 9-10 10-11,3975,S,1,6,1 1 1 2 2 2 2 1 1 1 1 1,6 6 6 6 6 6 6 6 6 6 5 6,1123
94,12,1-0 1-2 0-7 2-3 2-5 2-6 3-4 7-8 8-9 8-11 9-10,494,S,1,7,2 1 1 1 2 1 1 1 1 2 2 2,6 6 7 6 4 6 6 6 7 6 4 6,940
95,12,1-0 1-2 0-7 2-3 2-5 2-6 3-4 7-8 7-11 8-9 9-10,2949,S,1,6,1 2 1 2 2 2 2 1 1 1 2 1,6 6 6 6 5 6 6 6 6 6 6 6,1046
96,12,1-0 1-2 0-7 0-11 2-3 2-5 2-6 3-4 7-8 8-9 9-10,2815,S,1,7,1 1 1 1 1 1 1 1 2 1 2 1,6 6 7 6 5 6 6 6 7 6 5 5,997
97,12,1-0 1-2 0-7 2-3 2-5 2-6 3-4 7-8 8-9 8-10 8-11,0,U,3,8,4 4 4 4 4 4 4 3 4 3 3 3,8 7 7 7 6 7 7 7 5 8 8 8,526
98,12,1-0 1-2 0-7 2-3 2-5 2-6 3-4 7-8 7-11 8-9 8-10,4078,S,1,7,2 1 1 1 2 1 1 1 1 1 1 1,7 7 6 7 5 7 7 6 7 6 6 6,1189
99,12,1-0 1-2 0-7 0-11 2-3 2-5 2-6 3-4 7-8 8-9 8-10,0,U,2,8,4 2 3 2 4 2 2 2 3 2 2 3,8 7 7 6 6 6 6 7 5 8 8 7,665
100,12,1-0 1-2 0-7 2-3 2-5 2-6 3-4 7-8 7-10 8-9 10-11,1518,S,1,6,2 1 1 1 2 1 1 1 1 2 1 2,6 6 6 5 5 5 5 6 6 6 6 6,1199
101,12,1-0 1-2 0-7 2-3 2-5 2-6 3-4 7-8 7-10 7-11 8-9,4095,F,1,7,1 1 1 1 1 1 1 1 1 1 1 1,7 7 6 7 5 7 7 6 7 5 7 7,1460
102,12,1-0 1-2 1-6 0-8 2-3 2-5 3-4 6-7 8-9 9-10 10-11,3967,S,1,6,1 1 1 1 1 1 1 2 1 1 1 1,6 6 6 6 5 6 6 5 6 6 5 5,1062
103,12,1-0 1-2 1-6 1-7 0-8 2-3 2-5 3-4 8-9 9-10 10-11,0,U,2,6,2 2 2 2 2 2 2 2 2 2 2 2,6 6 6 6 6 6 6 6 6 6 5 6,962
104,12,1-0 1-2 1-6 0-7 2-3 2-5 3-4 7-8 8-9 8-11 9-10,3071,S,1,6,1 1 1 1 1 1 1 1 1 1 2 1,6 6 6 6 6 6 6 6 6 5 5 5,1275
105,12,1-0 1-2 1-6 0-7 2-3 2-5 3-4 7-8 7-11 8-9 9-10,365,S,1,6,1 2 1 1 2 1 1 2 1 2 2 2,6 6 6 6 5 5 5 6 6 5 6 6,1030
106,12,1-0 1-2 1-6 0-7 0-11 2-3 2-5 3-4 7-8 8-9 9-10,4095,F,1,6,1 1 1 1 1 1 1 1 1 1 1 1,6 6 6 6 6 6 6 6 6 5 6 6,1291
107,12,1-0 1-2 1-6 0-7 2-3 2-5 3-4 7-8 8-9 8-10 8-11,3970,S,1,7,2 1 2 2 2 2 2 1 1 1 1 1,7 7 7 7 6 6 7 7 6 6 6 6,951
108,12,1-0 1-2 1-6 0-7 2-3 2-5 3-4 7-8 7-11 8-9 8-10,4095,F,1,7,1 1 1 1 1 1 1 1 1 1 1 1,7 7 7 7 6 6 6 6 6 6 6 6,1480
109,12,1-0 1-2 1-6 0-7 0-11 2-3 2-5 3-4 7-8 8-9 8-10,3979,S,1,7,1 1 2 1 2 2 2 1 1 1 1 1,6 6 7 6 6 6 7 7 6 6 6 7,1209
110,12,1-0 1-2 1-6 0-7 2-3 2-5 3-4 7-8 7-10 8-9 10-11,4095,F,1,6,1 1 1 1 1 1 1 1 1 1 1 1,6 5 6 5 5 5 6 6 6 6 6 6,1504
111,12,1-0 1-2 1-6 0-7 2-3 2-5 3-4 7-8 7-10 7-11 8-9,3583,S,1,7,1 1 1 1 1 1 1 1 1 2 1 1,7 7 7 7 6 6 6 6 6 6 6 6,1376
112,12,1-0 1-2 1-6 0-7 0-11 2-3 2-5 3-4 7-8 7-10 8-9,4095,F,1,6,1 1 1 1 1 1 1 1 1 1 1 1,6 6 6 6 6 6 6 6 6 6 6 6,1719
113,12,1-0 1-2 0-6 0-11 2-3 2-5 3-4 6-7 7-8 7-10 8-9,4095,F,1,7,1 1 1 1 1 1 1 1 1 1 1 1,6 6 7 6 4 6 6 7 6 4 6 5,1097
114,12,1-0 1-2 0-6 2-3 2-5 3-4 6-7 6-10 7-8 8-9 10-11,4079,S,1,6,1 1 1 1 2 1 1 1 1 1 1 1,6 6 6 5 5 5 6 6 6 5 6 5,1098
115,12,1-0 1-2 0-6 2-3 2-5 3-4 6-7 6-10 6-11 7-8 8-9,132,S,1,6,2 2 1 2 2 2 2 1 2 2 2 2,6 6 6 6 5 5 6 6 6 6 6 6,950
116,12,1-0 1-2 0-6 0-11 2-3 2-5 3-4 6-7 6-10 7-8 8-9,4079,S,1,6,1 1 1 1 2 1 1 1 1 1 1 1,6 6 6 5 5 5 6 6 6 6 6 6,1224
117,12,1-0 1-2 0-6 0-10 2-3 2-5 3-4 6-7 7-8 8-9 10-11,2031,S,1,6,1 1 1 1 2 1 1 1 1 1 1 2,5 6 6 5 5 5 6 6 5 6 6 5,1114
118,12,1-0 1-2 0-6 0-10 0-11 2-3 2-5 3-4 6-7 7-8 8-9,3583,S,1,7,1 1 1 1 1 1 1 1 1 2 1 1,6 6 7 6 5 6 6 7 6 5 6 6,1065
119,12,1-0 1-2 0-6 2-3 2-5 3-4 6-7 7-8 7-9 7-10 7-11,0,U,3,8,4 4 5 4 6 4 3 4 3 3 3 3,8 7 7 7 6 6 7 5 8 8 8 8,437
120,12,1-0 1-2 0-6 2-3 2-5 3-4 6-7 6-11 7-8 7-9 7-10,1860,S,1,7,2 2 1 2 3 2 1 2 1 1 1 2,7 7 6 7 6 6 6 7 6 6 6 6,1043
121,12,1-0 1-2 0-6 0-11 2-3 2-5 3-4 6-7 7-8 7-9 7-10,0,U,2,8,4 3 3 4 4 4 2 3 2 2 2 3,8 7 7 6 6 6 7 5 8 8 8 7,565
122,12,1-0 1-2 0-6 2-3 2-5 3-4 6-7 6-10 7-8 7-9 10-11,836,S,1,6,2 2 1 2 3 2 1 2 1 1 2 2,6 6 6 5 5 5 6 6 6 6 6 6,1079
123,12,1-0 1-2 0-6 2-3 2-5 3-4 6-7 6-10 6-11 7-8 7-9,4095,F,1,7,1 1 1 1 1 1 1 1 1 1 1 1,7 7 6 7 6 6 6 7 6 6 7 7,1451
124,12,1-0 1-2 0-6 0-11 2-3 2-5 3-4 6-7 6-10 7-8 7-9,2943,S,1,7,1 1 1 1 1 1 1 2 1 1 2 1,7 7 6 6 6 6 7 7 6 6 6 6,1277
125,12,1-0 1-2 0-6 0-10 2-3 2-5 3-4 6-7 7-8 7-9 10-11,891,S,1,7,1 1 2 1 1 1 1 2 1 1 2 2,6 7 7 6 6 6 7 6 6 6 7 7,1054
126,12,1-0 1-2 0-6 0-10 0-11 2-3 2-5 3-4 6-7 7-8 7-9,0,U,3,8,3 3 3 3 3 3 3 3 3 3 3 3,8 7 7 6 6 6 7 5 8 8 7 7,679
127,12,1-0 1-2 0-6 2-3 2-5 3-4 6-7 6-9 6-11 7-8 9-10,4095,F,1,6,1 1 1 1 1 1 1 1 1 1 1 1,5 5 6 5 5 5 6 5 5 5 5 5,1506
128,12,1-0 1-2 0-6 0-11 2-3 2-5 3-4 6-7 6-9 7-8 9-10,2175,S,1,6,1 1 1 1 1 1 1 2 2 2 2 1,6 6 6 5 5 5 6 6 6 6 6 6,1286
129,12,1-0 1-2 0-6 2-3 2-5 3-4 6-7 6-9 6-10 6-11 7-8,3753,S,1,7,1 2 2 1 3 1 2 1 2 1 1 1,7 7 6 7 6 6 6 7 5 7 7 7,1214
